timestamp,open,close,low,high,monthly_return_pct
2024-11-30,100000.0,96966.1632131977,94366.8727297415,100000.0,-3.033836786802302
2024-12-31,97035.02123662485,101978.49946317395,93818.07778237984,102236.7979881606,5.094529957894456
2025-01-31,102073.57018474472,99151.89066931144,99151.89066931144,106663.86565941284,-2.8623271529988448
2025-02-28,99275.81891151873,93758.5102206634,92558.94353727506,101065.16865060032,-5.557555456452812
2025-03-31,94145.48128373154,96050.98124505166,91400.94149722117,97522.7304288193,2.023995135334644
2025-04-30,96265.49178042894,96949.73494591056,94988.42727153364,98236.20217198443,0.710787586316286
2025-05-31,96693.53384977562,96415.72426190448,95969.7043542517,98281.47956233087,-0.28730937510541565
2025-06-30,96325.34993993252,95939.61489237318,92383.66930331274,96851.61555536746,-0.40045019073368104
2025-07-31,95915.68848479658,94853.00010870106,93058.17612718824,96636.99748890434,-1.1079401012316858
2025-08-31,94999.63146887756,90393.91729051564,89743.39576608739,94999.63146887756,-4.848138995013651
2025-09-30,90188.26117684206,84383.45810952237,84021.86144150303,90188.26117684206,-6.436317755298083
2025-10-31,84348.41280828344,79593.54486969387,78744.3419483765,86274.18846851571,-5.637175354321089
2025-11-30,79800.22470998802,74810.64241865667,73494.48823705263,80117.2017816217,-6.2525917808685545
