timestamp,open,close,low,high,monthly_return_pct
2024-11-30,100000.0,99014.26020019346,97191.2344424052,103221.62493737192,-0.9857397998065398
2024-12-31,99008.95501919184,96939.09926983074,96817.934474912,99579.3388115606,-2.0905742808414507
2025-01-31,96951.9495509546,99732.0700529806,93629.08795364643,100525.51045002084,2.867524082705386
2025-02-28,99599.96387382872,99721.9439889676,96349.22653004753,106874.21186691192,0.12247003954077851
2025-03-31,99721.9439889676,105952.5132174454,99396.59193777508,108623.69174358092,6.247942006793505
2025-04-30,106137.3316923005,112115.52129833444,106137.3316923005,115210.31127614251,5.632504144126327
2025-05-31,112115.52129833444,114456.06801212218,111542.74811731125,116285.59244325866,2.0876205958670457
2025-06-30,114561.51443147332,118687.13685057664,114328.60036914187,119766.89757910042,3.6012289463676073
2025-07-31,118683.84082716356,119699.9196171736,118683.84082716356,123852.69617323592,0.8561222681440883
2025-08-31,119807.79997174475,116827.27401448158,116597.5996959589,119807.79997174475,-2.487756187799206
2025-09-30,116621.15363540952,120681.72864078695,115822.29237844668,121051.4011584023,3.4818511726199652
2025-10-31,120631.57281834287,112260.12671779256,110410.10083168716,120631.57281834287,-6.93968080243531
2025-11-30,112485.14465740476,101204.3966564062,100381.18823994418,114653.65368254136,-10.028655815268994
