timestamp,price,open,high,low,close,net_value,alpha,position_size,avg_price,decision_made,decision_type,quantity_pct,take_profit_price,stop_loss_price,similar_pattern_found
2024-11-06T16:00:00,75814.1,,,,,100000.0,-0.02042763848584873,,,False,HOLD,,,,NO
2024-11-06T20:00:00,75584.8,,,,,100000.0,-0.017341351667106465,,,False,HOLD,,,,NO
2024-11-07T00:00:00,75040.0,,,,,100000.0,-0.010008560307094367,,,False,HOLD,,,,NO
2024-11-07T04:00:00,74768.6,,,,,100000.0,-0.0063556242294379225,,,False,HOLD,,,,NO
2024-11-07T08:00:00,74752.0,,,,,100000.0,-0.006132194830436009,,,False,HOLD,,,,NO
2024-11-07T12:00:00,76056.3,,,,,100000.0,-0.023687554174899577,,,False,HOLD,,,,NO
2024-11-07T16:00:00,76510.0,,,,,100000.0,-0.029794175760871403,,,True,SHORT,,,,NO
2024-11-07T20:00:00,75860.3,,,,,100037.45850215659,-0.0206748870928301,,,False,HOLD,,,,NO
2024-11-08T00:00:00,75898.9,,,,,100034.7989697828,-0.021221023067258857,,,False,HOLD,,,,NO
2024-11-08T04:00:00,76156.5,,,,,100017.96456905088,-0.02485656063981149,,,False,HOLD,,,,NO
2024-11-08T08:00:00,75936.7,,,,,100032.328704458,-0.021754498689318256,,,False,HOLD,,,,NO
2024-11-08T12:00:00,76418.8,,,,,100000.8230189267,-0.028558429837329244,,,False,HOLD,,,,NO
2024-11-08T16:00:00,76906.0,76418.9,77179.1,75800.2,76906.0,99967.62147664465,-32.378523355349735,0.0,,True,CLOSE_SL_HIT,0.0,0.0,0.0,YES
2024-11-08T20:00:00,76499.1,,,,,99967.62147664465,-0.02997125132881534,,,False,HOLD,,,,NO
2024-11-09T00:00:00,76340.0,,,,,99967.62147664465,-0.02782982859500851,,,False,HOLD,,,,NO
2024-11-09T04:00:00,76531.8,,,,,99967.62147664465,-0.030411380325644218,,,False,HOLD,,,,NO
2024-11-09T08:00:00,76489.3,,,,,99967.62147664465,-0.02983934722579012,,,True,SHORT,,,,NO
2024-11-09T12:00:00,76321.2,,,,,99977.19991836742,-0.027481003653610017,,,False,HOLD,,,,NO
2024-11-09T16:00:00,76209.0,,,,,99988.9310934517,-0.025853524519152456,,,False,HOLD,,,,NO
2024-11-09T20:00:00,76675.0,76209.1,76915.8,76173.6,76675.0,99913.87562077565,-53.745855869010796,0.0,,True,CLOSE_SL_HIT,0.0,0.0,0.0,YES
2024-11-10T00:00:00,77204.7,,,,,99913.87562077565,-0.04000580530531818,,,False,HOLD,,,,YES
2024-11-10T04:00:00,78827.7,,,,,99913.87562077565,-0.061850739918569965,,,True,LONG,,,,NO
2024-11-10T08:00:00,79841.6,,,,,101075.37295647187,-0.0638824573837743,,,False,HOLD,,,,NO
2024-11-10T12:00:00,79687.3,79841.6,80100.0,79172.0,79687.3,101296.84778248759,1382.9721617119471,0.0,,True,CLOSE_TP_HIT,0.0,0.0,0.0,YES
2024-11-10T16:00:00,79742.9,,,,,101296.84778248759,-0.06033924637172046,,,False,HOLD,,,,NO
2024-11-10T20:00:00,80360.0,,,,,101296.84778248759,-0.06864516698160204,,,False,HOLD,,,,NO
2024-11-11T00:00:00,81610.1,,,,,101296.84778248759,-0.0854710158787223,,,False,HOLD,,,,NO
2024-11-11T04:00:00,81104.4,,,,,101296.84778248759,-0.07866449497057586,,,False,HOLD,,,,NO
2024-11-11T08:00:00,82136.1,,,,,101296.84778248759,-0.09255076671456361,,,False,HOLD,,,,NO
2024-11-11T12:00:00,84068.2,,,,,101296.84778248759,-0.11855606441404827,,,False,HOLD,,,,NO
2024-11-11T16:00:00,86091.6,,,,,101296.84778248759,-0.14579022380804324,,,True,LONG,,,,NO
2024-11-11T20:00:00,88640.0,,,,,102310.82450937916,-0.16995090716661407,,,False,HOLD,,,,NO
2024-11-12T00:00:00,88060.0,,,,,102071.97124030476,-0.16453287049464338,,,False,HOLD,,,,NO
2024-11-12T04:00:00,89011.8,88056.1,89970.2,87714.4,89011.8,102792.69038893768,1495.8426064500868,0.0,,True,CLOSE_TP_HIT,0.0,0.0,0.0,YES
2024-11-12T08:00:00,87156.1,,,,,102792.69038893768,-0.14515954444459375,,,True,LONG,,,,NO
2024-11-12T12:00:00,86611.9,,,,,102606.5631340348,-0.13969610139502003,,,False,HOLD,,,,NO
2024-11-12T16:00:00,88697.9,,,,,103221.62493737193,-0.16162221386272282,,,False,HOLD,,,,YES
2024-11-12T20:00:00,87944.5,,,,,102999.48324866907,-0.15370316633963205,,,False,HOLD,,,,NO
2024-11-13T00:00:00,87139.1,,,,,102762.00924272097,-0.1452375426668192,,,False,HOLD,,,,NO
2024-11-13T04:00:00,87357.6,,,,,102826.43446037637,-0.14753421360363272,,,False,HOLD,,,,NO
2024-11-13T08:00:00,87666.5,,,,,102917.51432185808,-0.15078108615457872,,,True,SHORT,,,,NO
2024-11-13T12:00:00,92525.6,87660.1,92666.0,87487.5,92525.6,97191.23444240521,97.09010035660877,0.0,,True,CLOSE_SL_HIT,0.0,84000.0,88500.0,YES
2024-11-13T16:00:00,90176.9,,,,,99893.38313740266,-0.21481138373733813,,,False,HOLD,,,,YES
2024-11-13T20:00:00,90378.4,,,,,99661.56001736096,-0.2198417248111811,,,False,HOLD,,,,NO
2024-11-14T00:00:00,89936.2,,,,,100167.54228277094,-0.20883006599812878,,,False,HOLD,,,,NO
2024-11-14T04:00:00,90781.0,,,,,99195.61090901787,-0.2299200518005241,,,False,HOLD,,,,NO
2024-11-14T08:00:00,91483.8,90780.0,91663.0,90332.1,91483.8,99092.32019081764,-3797.4602984766534,0.0,,True,CLOSE_MANUAL,0.0,0.0,0.0,YES
2024-11-14T12:00:00,87954.9,,,,,99092.32019081764,-0.19291477678258115,,,False,HOLD,,,,NO
2024-11-14T16:00:00,89464.0,,,,,99092.32019081764,-0.21322666268822404,,,True,SHORT,,,,NO
2024-11-14T20:00:00,87330.0,,,,,99884.88223611857,-0.17657825082136425,,,False,HOLD,,,,NO
2024-11-15T00:00:00,88201.9,,,,,99545.92448195614,-0.19170325565152466,,,False,HOLD,,,,NO
2024-11-15T04:00:00,87623.9,,,,,99769.99647040517,-0.18168288560901869,,,False,HOLD,,,,NO
2024-11-15T08:00:00,89731.9,87625.2,89766.6,87372.8,89731.9,99735.52303374906,643.2028429314232,0.0,,True,CLOSE_MANUAL,0.0,0.0,0.0,YES
