timestamp,open,close,low,high,monthly_return_pct
2024-11-30,100000.0,100240.689447574,95892.03370840612,100489.26292188837,0.24068944757400512
2024-12-31,100277.3024891382,103650.94098146916,96251.91141503472,104781.447475896,3.364309179234648
2025-01-31,103805.27760225032,100842.9832314283,96659.89285326011,106269.26273393491,-2.853703047905354
2025-02-28,100842.9832314283,97009.10584166904,94078.15979072003,104549.54134590388,-3.801828612071856
2025-03-31,97351.15064538206,95000.54101201236,92956.17929573852,102589.45690307564,-2.414567899594944
2025-04-30,95319.72134255368,107268.6653872788,93712.64244358487,111092.77666474704,12.53564726840084
2025-05-31,107479.53385500723,113306.99642598914,106552.87232308857,116504.97012360704,5.421927656332515
2025-06-30,113306.99642598914,112716.72881464328,112093.52890518976,115206.19641574413,-0.5209454225815757
2025-07-31,112569.31460989818,110871.09719314534,110871.09719314534,117967.61544646176,-1.5085971009399013
2025-08-31,110871.09719314534,103828.57261116854,103828.57261116854,110916.59593410738,-6.351993224806119
2025-09-30,103254.4756876872,105240.60597934116,102441.89239057206,106173.49460893065,1.9235294919915935
2025-10-31,105202.88198542522,107252.65903290898,103150.67734969892,109458.29847300996,1.9484038923645919
2025-11-30,107498.38843037044,100232.00146757878,97659.7125107059,111022.44924923782,-6.7595310672943665
