timestamp,bar_number,agent_name,input_tokens,output_tokens,total_tokens,model,notes
2026-01-12T10:52:26.542820,4447,S,1846,1638,3484,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:52:30.608052,4447,A,5266,862,6128,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:52:33.333934,4447,B,3243,431,3674,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:52:45.324160,4448,S,1846,1830,3676,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:52:49.465364,4448,A,5465,644,6109,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:52:52.399115,4448,B,3025,381,3406,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:01.639253,4449,S,1846,1636,3482,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:05.701703,4449,A,5265,773,6038,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:09.042600,4449,B,3154,525,3679,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:17.040264,4450,S,1846,1446,3292,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:20.874342,4450,A,5071,774,5845,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:24.164181,4450,B,3155,534,3689,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:33.948985,4451,S,1846,1739,3585,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:38.038242,4451,A,5370,630,6000,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:41.357488,4451,B,3011,540,3551,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:53.874797,4452,S,1846,2072,3918,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:53:58.021720,4452,A,5718,651,6369,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:00.710055,4452,B,3042,402,3444,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:10.865589,4453,S,1846,1822,3668,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:14.712947,4453,A,5463,672,6135,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:17.660716,4453,B,3063,423,3486,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:26.787718,4455,S,1846,1754,3600,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:31.232038,4455,A,5412,808,6220,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:34.706013,4455,B,3218,544,3762,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:44.191179,4456,S,1846,1728,3574,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:48.578679,4456,A,5397,795,6192,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:54:51.331269,4456,B,3215,450,3665,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:05.437131,4457,S,1839,1990,3829,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:09.477471,4457,A,5699,621,6320,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:12.527374,4457,B,3073,430,3503,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:21.866295,4458,S,1846,1626,3472,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:25.881357,4458,A,5295,572,5867,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:28.820871,4458,B,2991,434,3425,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:39.181471,4459,S,1846,1833,3679,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:43.848447,4459,A,5502,752,6254,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:47.015252,4459,B,3171,499,3670,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:55:59.206872,4460,S,1846,1903,3749,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:04.200051,4460,A,5576,875,6451,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:07.258175,4460,B,3294,486,3780,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:19.043198,4461,S,1846,2193,4039,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:24.148750,4461,A,5868,911,6779,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:27.728778,4461,B,3330,573,3903,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:43.131499,4463,S,1843,2092,3935,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:47.199029,4463,A,5829,627,6456,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:49.949321,4463,B,3103,493,3596,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:56:58.712325,4464,S,1846,1542,3388,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:03.042216,4464,A,5226,708,5934,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:05.966870,4464,B,3147,505,3652,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:13.781108,4465,S,1846,1701,3547,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:18.360023,4465,A,5385,804,6189,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:21.823708,4465,B,3243,533,3776,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:32.847430,4466,S,1846,2204,4050,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:37.557276,4466,A,5897,749,6646,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:41.106928,4466,B,3188,658,3846,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:50.100092,4468,S,1846,1500,3346,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:57:54.790242,4468,A,5206,830,6036,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:58:40.996073,4469,S,1846,1935,3781,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:58:44.833098,4469,A,5652,745,6397,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:58:48.373934,4469,B,3206,489,3695,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:58:58.535781,4470,S,1846,1910,3756,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:03.791467,4470,A,5628,921,6549,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:06.923045,4470,B,3392,482,3874,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:14.897834,4471,S,1846,1541,3387,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:20.057214,4471,A,5257,963,6220,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:23.613127,4471,B,3434,590,4024,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:36.039293,4472,S,1846,2373,4219,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:40.517701,4472,A,6095,747,6842,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:43.605899,4472,B,3218,417,3635,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:53.522985,4474,S,1846,1945,3791,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:59:57.473571,4474,A,5685,649,6334,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:00.738744,4474,B,3141,507,3648,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:10.188516,4475,S,1846,1925,3771,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:14.020255,4475,A,5676,654,6330,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:16.838879,4475,B,3156,469,3625,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:26.894357,4476,S,1846,1925,3771,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:31.541848,4476,A,5676,684,6360,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:34.575034,4476,B,3186,447,3633,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:43.453081,4477,S,1846,1853,3699,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:47.808816,4477,A,5602,759,6361,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:51.179784,4477,B,3261,546,3807,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:00:58.391651,4478,S,1846,1360,3206,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:02.938208,4478,A,5107,846,5953,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:06.381539,4478,B,3348,465,3813,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:14.831335,4479,S,1846,1828,3674,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:18.565599,4479,A,5575,679,6254,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:22.175091,4479,B,3181,549,3730,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:31.367132,4480,S,1846,1874,3720,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:35.320152,4480,A,5624,709,6333,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:38.332909,4480,B,3211,455,3666,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:49.522907,4481,S,1846,1962,3808,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:01:54.323153,4481,A,5715,821,6536,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:02:39.977321,4482,S,1846,2080,3926,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:02:44.258209,4482,A,5832,723,6555,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:02:47.728737,4482,B,3225,518,3743,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:02:55.695022,4483,S,1846,1572,3418,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:00.063853,4483,A,5319,642,5961,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:03.105744,4483,B,3144,414,3558,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:11.826927,4484,S,1846,1623,3469,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:16.476740,4484,A,5372,751,6123,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:19.605376,4484,B,3253,501,3754,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:30.069607,4485,S,1846,1768,3614,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:33.552728,4485,A,5517,637,6154,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:36.493337,4485,B,3139,481,3620,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:45.732872,4487,S,1846,1857,3703,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:03:51.054683,4487,A,5627,1024,6651,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:04:34.854874,4488,S,1846,1740,3586,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:04:40.358240,4488,A,5510,1014,6524,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:04:43.805394,4488,B,3538,564,4102,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:04:54.395582,4489,S,1846,1820,3666,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:04:58.271271,4489,A,5594,672,6266,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:01.511069,4489,B,3195,549,3744,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:10.891838,4490,S,1846,1614,3460,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:15.569656,4490,A,5386,793,6179,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:19.049742,4490,B,3317,594,3911,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:27.661089,4491,S,1846,1637,3483,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:32.255780,4491,A,5415,826,6241,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:35.701215,4491,B,3360,566,3926,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:43.965852,4493,S,1846,1585,3431,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:48.235264,4493,A,5383,786,6169,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:51.983378,4493,B,3338,606,3944,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:05:59.175996,4494,S,1846,1230,3076,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:06:04.891445,4494,A,5037,969,6006,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:06:48.156489,4495,S,1846,1685,3531,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:06:51.930457,4495,A,5493,521,6014,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:07:34.677667,4496,S,1846,1740,3586,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:07:39.236441,4496,A,5552,709,6261,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:07:42.610129,4496,B,3271,497,3768,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:07:51.529524,4497,S,1846,1743,3589,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:07:56.303485,4497,A,5550,821,6371,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:08:41.187160,4499,S,1846,1812,3658,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:08:45.239051,4499,A,5649,733,6382,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:08:47.963963,4499,B,3314,408,3722,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:08:57.802345,4500,S,1846,1766,3612,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:01.759269,4500,A,5594,687,6281,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:05.095396,4500,B,3267,563,3830,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:14.206433,4501,S,1846,1639,3485,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:18.188549,4501,A,5464,717,6181,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:21.149713,4501,B,3297,513,3810,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:32.298119,4502,S,1846,1994,3840,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:37.768985,4502,A,5826,970,6796,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:41.049059,4502,B,3551,518,4069,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:49.860735,4503,S,1846,1500,3346,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:54.111988,4503,A,5338,811,6149,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:09:57.250826,4503,B,3402,403,3805,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:07.760989,4504,S,1846,1824,3670,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:12.321990,4504,A,5664,793,6457,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:16.179120,4504,B,3384,525,3909,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:26.452517,4505,S,1846,1927,3773,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:30.498354,4505,A,5767,687,6454,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:33.346797,4505,B,3277,402,3679,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:47.639365,4506,S,1838,2420,4258,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:51.417626,4506,A,6299,621,6920,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:10:53.946869,4506,B,3243,447,3690,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:08.280388,4508,S,1838,2129,3967,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:12.258943,4508,A,6036,661,6697,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:15.403220,4508,B,3314,651,3965,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:30.584869,4510,S,1838,2197,4035,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:34.834387,4510,A,6120,747,6867,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:37.959936,4510,B,3414,499,3913,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:51.268151,4511,S,1838,2241,4079,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:54.715825,4511,A,6163,594,6757,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:11:57.132101,4511,B,3260,415,3675,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:09.202452,4512,S,1838,1999,3837,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:13.057628,4512,A,5921,666,6587,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:15.981354,4512,B,3332,445,3777,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:30.220471,4513,S,1838,2112,3950,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:34.619272,4513,A,6025,636,6661,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:37.899582,4513,B,3294,564,3858,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:51.782234,4514,S,1838,2331,4169,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:56.266600,4514,A,6246,746,6992,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:12:59.535504,4514,B,3404,508,3912,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:12.248607,4515,S,1838,1985,3823,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:15.906512,4515,A,5901,581,6482,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:19.238545,4515,B,3239,553,3792,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:32.536783,4516,S,1838,2177,4015,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:37.477391,4516,A,6092,955,7047,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:40.521809,4516,B,3613,558,4171,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T11:13:54.373661,4518,S,1838,2087,3925,Qwen3-Next-80B-A3B-Instruct,Estimated from text
