timestamp,bar_number,agent_name,input_tokens,output_tokens,total_tokens,model,notes
2026-01-12T10:43:05.119678,4421,S,1846,1518,3364,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:10.655424,4421,A,5072,976,6048,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:14.207281,4421,B,3282,564,3846,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:22.873229,4422,S,1846,1629,3475,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:26.603722,4422,A,5181,647,5828,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:29.459922,4422,B,2952,482,3434,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:39.166379,4423,S,1846,1814,3660,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:42.797944,4423,A,5373,639,6012,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:45.673417,4423,B,2944,495,3439,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:43:56.325243,4424,S,1846,2102,3948,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:44:00.571033,4424,A,5656,811,6467,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:44:03.310547,4424,B,3117,507,3624,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:44:13.601938,4425,S,1846,1962,3808,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:44:17.245033,4425,A,5517,655,6172,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:45:00.590649,4426,S,1846,1722,3568,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:45:04.654683,4426,A,5273,723,5996,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:45:50.281005,4427,S,1846,1797,3643,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:45:54.759720,4427,A,5351,836,6187,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:45:57.589109,4427,B,3141,411,3552,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:09.329020,4428,S,1846,2100,3946,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:13.573528,4428,A,5659,828,6487,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:16.692626,4428,B,3134,530,3664,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:26.555843,4429,S,1846,1718,3564,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:30.404214,4429,A,5273,639,5912,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:33.280640,4429,B,2944,447,3391,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:43.053729,4430,S,1846,1618,3464,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:46.701448,4430,A,5172,578,5750,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:49.449106,4430,B,2883,414,3297,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:46:59.233130,4431,S,1846,1938,3784,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:03.165203,4431,A,5496,662,6158,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:06.446973,4431,B,2967,525,3492,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:15.353209,4432,S,1846,1681,3527,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:18.873724,4432,A,5235,570,5805,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:21.602515,4432,B,2875,398,3273,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:30.699720,4434,S,1846,1617,3463,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:47:34.840567,4434,A,5189,728,5917,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:48:22.698354,4435,S,1846,2355,4201,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:48:26.326086,4435,A,5936,748,6684,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:11.575559,4436,S,1846,2117,3963,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:15.439624,4436,A,5694,811,6505,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:18.088192,4436,B,3135,481,3616,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:30.544705,4437,S,1846,2088,3934,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:34.896171,4437,A,5661,808,6469,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:38.139925,4437,B,3132,480,3612,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:51.280445,4438,S,1846,2140,3986,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:55.232690,4438,A,5727,732,6459,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:49:58.090412,4438,B,3066,484,3550,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:08.324330,4439,S,1846,1899,3745,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:12.782659,4439,A,5484,748,6232,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:15.804137,4439,B,3082,451,3533,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:27.074006,4441,S,1837,1735,3572,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:31.433004,4441,A,5371,747,6118,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:34.465637,4441,B,3131,556,3687,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:45.741727,4442,S,1846,1956,3802,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:48.685718,4442,A,5563,508,6071,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:50:52.151340,4442,B,2861,588,3449,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:02.281665,4443,S,1846,1926,3772,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:06.819443,4443,A,5541,826,6367,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:10.387545,4443,B,3189,576,3765,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:18.837863,4445,S,1846,1551,3397,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:22.744916,4445,A,5180,761,5941,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:25.786523,4445,B,3142,512,3654,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:37.148883,4446,S,1846,2032,3878,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-12T10:51:41.385410,4446,A,5665,808,6473,Qwen3-Next-80B-A3B-Instruct,Estimated from text
