timestamp,bar_number,agent_name,input_tokens,output_tokens,total_tokens,model,notes
2026-01-08T14:38:29.929809,4421,S,1845,1700,3545,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:38:33.754978,4421,A,5245,657,5902,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:38:37.175973,4421,B,2952,558,3510,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:38:47.037945,4422,S,1845,1818,3663,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:38:51.861639,4422,A,5364,688,6052,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:38:55.083056,4422,B,2984,486,3470,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:04.352007,4423,S,1845,1739,3584,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:08.580578,4423,A,5283,698,5981,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:12.204077,4423,B,2994,603,3597,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:24.950402,4425,S,1836,1879,3715,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:29.475611,4425,A,5491,651,6142,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:32.589912,4425,B,3009,448,3457,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:44.690317,4426,S,1836,1962,3798,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:50.021016,4426,A,5583,1003,6586,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:39:53.645198,4426,B,3371,501,3872,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:05.481792,4428,S,1836,1878,3714,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:09.399544,4428,A,5519,663,6182,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:12.625447,4428,B,3050,457,3507,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:25.422061,4429,S,1836,2134,3970,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:29.039723,4429,A,5784,644,6428,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:31.856155,4429,B,3041,435,3476,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:43.866844,4430,S,1836,1908,3744,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:48.895369,4430,A,5557,829,6386,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:40:52.120192,4430,B,3226,511,3737,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:02.617144,4431,S,1845,2085,3930,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:07.544914,4431,A,5705,993,6698,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:10.561874,4431,B,3360,504,3864,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:19.951840,4432,S,1845,1868,3713,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:25.082214,4432,A,5482,882,6364,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:28.201257,4432,B,3248,444,3692,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:37.213853,4434,S,1845,1739,3584,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:41.131678,4434,A,5370,646,6016,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:43.953118,4434,B,3031,390,3421,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:41:54.656377,4435,S,1845,1931,3776,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:42:00.363240,4435,A,5567,1083,6650,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:42:03.179922,4435,B,3468,500,3968,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T14:42:13.760615,4436,S,1845,2079,3924,Qwen3-Next-80B-A3B-Instruct,Estimated from text
