timestamp,open,close,low,high,weekly_return_pct
2024-11-10,100000.0,99185.26553261132,98893.33919994209,100000.0,-0.8147344673886892
2024-11-17,99727.7616058532,95632.5913230493,94023.99730456344,100511.67081847954,-4.106349342311466
2024-11-24,95336.8834145811,95378.00302872008,93947.37206277286,95964.2499659843,0.04313085625022861
2024-12-01,95384.3014319948,96091.83534685311,95278.98646869823,96887.63699797122,0.7417718683642605
2024-12-08,96091.83534685311,90633.29156229337,90633.29156229337,96251.35471445644,-5.680548992384827
2024-12-15,91271.06987283232,91672.45476091238,91119.59787168504,92623.06468199144,0.43977230533105427
2024-12-22,91674.45784248949,91428.10808524792,90818.06503052903,92690.14458569876,-0.2687223497572555
2024-12-29,91503.42338269604,94375.06759864705,91094.8001191854,95160.52442316445,3.138291563082718
2025-01-05,94375.06759864705,95194.05556164616,93984.62542033588,95583.38577129586,0.8678011935123298
2025-01-12,95194.05556164616,90910.5929985052,90836.4004207894,95194.05556164616,-4.499716434885004
2025-01-19,90974.98770301005,91348.17659486108,90046.10266377103,92785.00589744248,0.4102104339594126
2025-01-26,91348.17659486108,92771.1127096361,90991.34633658116,92929.57647551528,1.5577060953125388
2025-02-02,92985.66012759678,93610.73690405676,92634.04684231232,95691.71689318874,0.67222921857224
2025-02-09,93373.18521970752,97659.13870815327,93270.66041118508,98121.96806266364,4.590133107659211
2025-02-16,97732.91388632909,96026.50927499312,94962.68364874118,97892.52270776332,-1.7459876550090847
2025-02-23,95989.24968534356,94934.3952813563,94653.7122655159,96314.19461995923,-1.098929731657572
2025-03-02,94645.5299930984,92746.8243353529,89494.22271322877,94645.5299930984,-2.0061229071081987
2025-03-09,92655.82958580652,93337.34494186704,89948.5689115957,94404.10352150392,0.735534244425895
2025-03-16,93337.34494186704,94259.77360825392,90435.82899503729,94647.63665727573,0.9882739507550697
2025-03-23,94259.77360825392,93829.49765841334,92964.74984755882,94462.54769889076,-0.45647887043397395
2025-03-30,94002.96607701488,90733.84439047864,90733.84439047864,94305.49035258048,-3.477679293500069
2025-04-06,90733.84439047864,92049.29931527156,90222.66716870049,93378.52305292162,1.449795204457316
2025-04-13,92049.29931527156,89835.79014199064,89014.76760177934,94092.16769971068,-2.404699644371644
2025-04-20,90226.33550721164,88110.5200729053,88110.5200729053,90400.30264444403,-2.345008718809405
2025-04-27,87349.04124320167,88354.7713680531,87067.357330207,88933.55431064915,1.1513922883838124
2025-05-04,88288.91301987879,87593.01482524881,87489.70253901776,88305.89835659077,-0.7882056430724038
2025-05-11,87593.01482524881,86589.14922205522,86316.83304468918,88153.87258997827,-1.146056686365171
2025-05-18,86595.98984463327,87014.26592179967,86483.91823675082,87336.66311220349,0.4830201466798467
2025-05-25,86408.26245181181,87868.49725487713,86275.67992484225,88429.95165613794,1.6899249697095442
2025-06-01,87697.14436751377,87397.20220504024,87270.47893946726,88034.02165866696,-0.3420204439229524
2025-06-08,87397.20220504024,87752.32347025764,86655.0579658459,87920.22522138144,0.4063302442843142
2025-06-15,87734.29316172941,88201.82263565874,87638.13936595942,88422.32671379176,0.5328925065452905
2025-06-22,88071.7728597529,87336.37004829559,86732.76070561465,88519.35865249572,-0.8350039832039968
2025-06-29,87402.0352880078,88943.05882755079,87402.0352880078,89144.4743189369,1.7631437694385577
2025-07-06,88984.73961322257,88293.69195811139,88106.01680779902,88984.73961322257,-0.7765911976759798
2025-07-13,88214.06714951397,90576.283757785,88130.83947197335,90983.37835162286,2.677823032767912
2025-07-20,90576.283757785,92120.27237180696,90576.283757785,92120.27237180696,1.7046279113756002
2025-07-27,91809.61212256477,92581.085776051,91499.62855792113,92581.085776051,0.8402972582612911
2025-08-03,92507.01117178673,90224.42217092671,89797.37051552862,92507.01117178673,-2.467476758730447
2025-08-10,90349.23409832732,90736.25315041428,90025.67915378674,90828.2100194723,0.4283589738743876
2025-08-17,91936.9283051227,90157.3770696563,90095.58638993531,91936.9283051227,-1.9356218097263067
2025-08-24,89962.37466507465,86172.5784569956,86172.5784569956,90177.18916276528,-4.212645811305293
2025-08-31,85985.56963761235,84625.38674647604,84625.38674647604,86250.80119850932,-1.5818734432635928
2025-09-07,84391.54959632043,84949.67862182802,83843.75085521262,85003.11720688875,0.6613565317586279
2025-09-14,84925.59362574431,85088.60156523467,84785.83120774172,85715.76433085444,0.19194206661505842
2025-09-21,85069.11298446769,84926.94574832142,83971.77135439307,85166.96866253778,-0.16711968793212684
2025-09-28,84926.94574832142,85157.35787728864,84306.47345157381,85157.35787728864,0.2713062702737856
2025-10-05,85077.85317759102,86054.75050549836,85047.58436278986,86265.3451530543,1.148239278990948
2025-10-12,85968.77030822534,87107.142631611,85465.09590250107,87188.82531962178,1.32416960171029
2025-10-19,87060.45131505269,84745.77001823831,84745.77001823831,87359.61475388534,-2.658705832385422
2025-10-26,85124.07508318439,85171.36494685514,84945.66329529682,86507.67076731069,0.05555404111532436
2025-11-02,85024.61810306105,84826.36252037542,84265.43433059273,85732.00512203907,-0.23317432892825396
2025-11-09,84042.84603965962,79961.54196647683,79672.73007039385,84083.11977111503,-4.8562183047166645
2025-11-16,80312.16998680319,79007.23294226943,79007.23294226943,80648.26290693031,-1.6248310122216614
2025-11-23,79007.23294226943,74712.66532546442,73499.76886965681,79023.74005613693,-5.435663871361063
