timestamp,open,close,low,high,monthly_return_pct
2024-11-30,100000.0,96328.91310398608,93947.37206277286,100511.67081847954,-3.67108689601392
2024-12-31,96342.97446071375,94893.78570687983,90633.29156229337,96342.97446071375,-1.5041976459060469
2025-01-31,94870.00111707872,92740.67653276134,90046.10266377103,95691.71689318874,-2.2444656469325697
2025-02-28,92740.67653276134,91433.23635274774,89494.22271322877,98121.96806266364,-1.4097807228651504
2025-03-31,91808.6025674287,90270.24036019012,89948.5689115957,94647.63665727573,-1.6756188028335672
2025-04-30,90469.93029977624,88088.90544310825,87067.357330207,94092.16769971068,-2.6318411529425934
2025-05-31,87856.12013281893,87842.9499179326,86275.67992484225,88429.95165613794,-0.014990662991298809
2025-06-30,87778.89380446143,88953.44123723569,86655.0579658459,89144.4743189369,1.3380749994306163
2025-07-31,88953.44123723569,90694.25048921524,88106.01680779902,92581.085776051,1.9569892156694246
2025-08-31,90694.25048921524,84625.38674647604,84625.38674647604,91936.9283051227,-6.691563919435961
2025-09-30,84391.54959632043,85319.16092584262,83843.75085521262,85715.76433085444,1.0991756093582161
2025-10-31,85353.83091694042,84839.5592702743,84265.43433059273,87359.61475388534,-0.6025173576175713
2025-11-30,84839.5592702743,74712.66532546442,73499.76886965681,85098.66273908771,-11.936523517936404
