timestamp,open,close,low,high,monthly_return_pct
2024-11-30,100000.0,99848.49214838742,98623.6479299901,101350.542035767,-0.15150785161257563
2024-12-31,99822.09886903212,95429.74640202144,93389.19422714454,100129.7804134945,-4.4001804377741145
2025-01-31,95314.7039734016,89043.8215003355,87702.09533111077,95487.32676739217,-6.5791343954822
2025-02-28,88983.39451034571,94257.76480649917,87908.55833686533,94257.76480649917,5.927364678743774
2025-03-31,94610.1430491704,97496.4401014156,93875.66882944856,97885.37918015318,3.050726866299258
2025-04-30,97665.49122821708,102208.69809911246,97665.49122821708,104011.97139015574,4.651803634795804
2025-05-31,102510.67465950808,102478.1378363892,100664.98893111554,104701.55137439928,-0.031739936574359806
2025-06-30,102467.42036631893,107806.62481553188,102289.46901623832,108747.4069303726,5.210636151593739
2025-07-31,107779.96352860364,101686.6227998744,101686.6227998744,108583.7482599639,-5.653500455223415
2025-08-31,101684.51520250748,99865.45623102091,99865.45623102091,103516.75501351542,-1.7889242701938035
2025-09-30,99589.50767017106,90360.98840941102,90360.98840941102,99696.44261767696,-9.266557769643601
2025-10-31,90360.98840941102,86658.82616587853,86367.19889146529,90360.98840941102,-4.09708028730118
2025-11-30,86658.82616587853,74512.68279665371,73766.26870267862,86967.89772178614,-14.016048804971359
