timestamp,price,open,high,low,close,net_value,alpha,position_size,avg_price,decision_made,decision_type,quantity_pct,take_profit_price,stop_loss_price
2024-11-06T16:00:00,75814.1,,,,,100000.0,-0.02042763848584873,,,True,LONG,,,
2024-11-06T20:00:00,75584.8,,,,,99798.70881537868,-0.019354263513319713,,,False,HOLD,,,
2024-11-07T00:00:00,75040.0,,,,,99439.40889623435,-0.015614471344750845,,,False,HOLD,,,
2024-11-07T04:00:00,74768.6,,,,,99260.41844459012,-0.013751439783536731,,,False,HOLD,,,
2024-11-07T08:00:00,74752.0,,,,,99249.47061298625,-0.013637488700573547,,,False,HOLD,,,
2024-11-07T12:00:00,76056.3,,,,,100109.66680340465,-0.022590886140853125,,,False,HOLD,,,
2024-11-07T16:00:00,76510.0,,,,,100408.88555031319,-0.025705320257739476,,,False,HOLD,,,
2024-11-07T20:00:00,75860.3,,,,,99980.40324952747,-0.02124543961912124,,,False,HOLD,,,
2024-11-08T00:00:00,75898.9,,,,,100005.86025554614,-0.021510410209625467,,,True,CLOSE,,,
2024-11-08T04:00:00,76156.5,75898.9,76224.9,75683.5,76156.5,99955.80432927384,-44.19567072615971,0.0,,True,CLOSE_MANUAL,0.0,0.0,0.0
2024-11-08T08:00:00,75936.7,,,,,99955.80432927384,-0.022519742441159882,,,True,SHORT,,,
2024-11-08T12:00:00,76418.8,,,,,99735.59829640301,-0.031210677062566177,,,False,HOLD,,,
2024-11-08T16:00:00,76906.0,,,,,99543.20726070134,-0.03969210568426324,,,False,HOLD,,,
2024-11-08T20:00:00,76499.1,,,,,99703.88852594561,-0.032608580835805694,,,False,HOLD,,,
2024-11-09T00:00:00,76340.0,,,,,99765.89417104411,-0.02984710165101387,,,False,HOLD,,,
2024-11-09T04:00:00,76531.8,,,,,99690.15402193168,-0.03318605487277391,,,False,HOLD,,,
2024-11-09T08:00:00,76489.3,,,,,99706.93690168808,-0.03244619297535581,,,False,HOLD,,,
2024-11-09T12:00:00,76321.2,,,,,99773.31812726578,-0.029519821564626396,,,False,HOLD,,,
2024-11-09T16:00:00,76209.0,,,,,99817.62492982269,-0.027566586155442534,,,False,HOLD,,,
2024-11-09T20:00:00,76675.0,,,,,99633.60558943481,-0.03567895425419215,,,False,HOLD,,,
2024-11-10T00:00:00,77204.7,76675.1,77516.1,76494.1,77204.7,99276.39464278272,-679.4096864911246,0.0,,True,CLOSE_SL_HIT,0.0,0.0,0.0
2024-11-10T04:00:00,78827.7,,,,,99276.39464278272,-0.06822554969849931,,,False,HOLD,,,
2024-11-10T08:00:00,79841.6,,,,,99276.39464278272,-0.08187224052066579,,,True,LONG,,,
2024-11-10T12:00:00,79687.3,,,,,99189.0539561586,-0.08066883074437776,,,False,HOLD,,,
2024-11-10T16:00:00,79742.9,,,,,99209.79415002548,-0.08120978269634152,,,True,LONG,,,
2024-11-10T20:00:00,80360.0,,,,,99707.46638655828,-0.08453898094089508,,,False,HOLD,,,
2024-11-11T00:00:00,81610.1,,,,,100796.15910486755,-0.09047790265492271,,,False,HOLD,,,
2024-11-11T04:00:00,81104.4,,,,,100355.75281125182,-0.08807544468293355,,,False,HOLD,,,
2024-11-11T08:00:00,82136.1,,,,,101254.24435391213,-0.09297680100031819,,,False,HOLD,,,
2024-11-11T12:00:00,84068.2,82136.0,84288.0,81460.4,84068.2,101499.31125330596,2222.9166105232352,0.0,,True,CLOSE_TP_HIT,0.0,0.0,0.0
2024-11-11T16:00:00,86091.6,,,,,101499.31125330596,-0.14376558909985954,,,True,LONG,,,
2024-11-11T20:00:00,88640.0,,,,,102370.17129056455,-0.16935743935476016,,,False,HOLD,,,
2024-11-12T00:00:00,88060.0,,,,,102165.03071752287,-0.1636022757224623,,,False,HOLD,,,
2024-11-12T04:00:00,89011.8,,,,,102501.67347169714,-0.17304669769698147,,,False,HOLD,,,
2024-11-12T08:00:00,87156.1,,,,,101845.3297451567,-0.15463315088240356,,,False,HOLD,,,
2024-11-12T12:00:00,86611.9,,,,,101652.8512971407,-0.14923321976396103,,,False,HOLD,,,
2024-11-12T16:00:00,88697.9,,,,,102390.6499788044,-0.16993196344839814,,,False,HOLD,,,
2024-11-12T20:00:00,87944.5,,,,,102124.17944823613,-0.16245620434396146,,,False,HOLD,,,
2024-11-13T00:00:00,87139.1,,,,,101839.31700422273,-0.15446446505180167,,,False,HOLD,,,
2024-11-13T04:00:00,87357.6,,,,,101916.59840975654,-0.1566325741098311,,,False,HOLD,,,
2024-11-13T08:00:00,87666.5,,,,,102025.85344943339,-0.15969769487882562,,,False,HOLD,,,
2024-11-13T12:00:00,92525.6,,,,,103744.47165368655,-0.20791306661278935,,,False,HOLD,,,
2024-11-13T16:00:00,90176.9,,,,,102913.75844006069,-0.1846076307107579,,,False,HOLD,,,
2024-11-13T20:00:00,90378.4,,,,,102985.02710466052,-0.18660705393818547,,,True,LONG,,,
2024-11-14T00:00:00,89936.2,,,,,102743.90328523955,-0.18306645597344273,,,False,HOLD,,,
2024-11-14T04:00:00,90781.0,,,,,103177.0907271959,-0.19010525361874375,,,False,HOLD,,,
2024-11-14T08:00:00,91483.8,,,,,103537.46493908856,-0.19596092003105153,,,False,HOLD,,,
2024-11-14T12:00:00,87954.9,,,,,101727.9536181608,-0.16655844250914958,,,False,HOLD,,,
2024-11-14T16:00:00,89464.0,,,,,102501.7736568165,-0.1791321280282355,,,True,CLOSE,,,
2024-11-14T20:00:00,87330.0,89463.9,89463.9,86666.6,87330.0,102242.02327799494,-305.6118915067952,0.0,,True,CLOSE_SL_HIT,0.0,0.0,0.0
2024-11-15T00:00:00,88201.9,,,,,101793.68295893063,-0.1692256708817798,,,False,HOLD,,,
2024-11-15T04:00:00,87623.9,,,,,102090.06357144337,-0.15848221459863662,,,False,HOLD,,,
2024-11-15T08:00:00,89731.9,,,,,101009.14604345571,-0.19766423163127655,,,True,CLOSE,,,
2024-11-15T12:00:00,88439.9,89732.0,90707.5,87763.3,88439.9,100963.08295836358,-230.61640343555692,0.0,,True,CLOSE_MANUAL,0.0,0.0,0.0
2024-11-15T16:00:00,90374.2,,,,,100963.08295836358,-0.20676996507128698,,,True,LONG,,,
2024-11-15T20:00:00,91022.9,,,,,101150.00463170254,-0.21363199238202327,,,False,HOLD,,,
2024-11-16T00:00:00,91248.1,,,,,101225.48044100063,-0.21590833673815177,,,True,CLOSE,,,
2024-11-16T04:00:00,91117.9,91248.1,91784.6,91059.1,91117.9,101194.89862841443,231.8156700508573,0.0,,True,CLOSE_MANUAL,0.0,0.0,0.0
2024-11-16T08:00:00,91169.9,,,,,101194.89862841443,-0.21516161396028205,,,True,LONG,,,
2024-11-16T12:00:00,90527.8,,,,,100951.96194321993,-0.20894857014360804,,,False,HOLD,,,
2024-11-16T16:00:00,91108.4,,,,,101145.2946927688,-0.21482988777224363,,,False,HOLD,,,
2024-11-16T20:00:00,90583.3,,,,,100970.44276926189,-0.2095107698135861,,,True,CLOSE,,,
2024-11-17T00:00:00,90247.9,90583.9,90899.9,89354.3,90247.9,100940.47922327131,-254.41940514313453,0.0,,True,CLOSE_MANUAL,0.0,0.0,0.0
