timestamp,bar_number,agent_name,input_tokens,output_tokens,total_tokens,model,notes
2026-01-08T19:17:10.049123,4421,S,1845,1912,3757,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:13.391842,4421,A,5457,588,6045,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:16.521854,4421,B,2883,486,3369,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:26.596039,4422,S,1845,1894,3739,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:31.234931,4422,A,5442,687,6129,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:34.659717,4422,B,2983,476,3459,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:43.597281,4424,S,1845,1698,3543,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:47.816715,4424,A,5261,654,5915,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:17:50.931713,4424,B,2970,465,3435,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:00.662221,4425,S,1845,1773,3618,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:04.578585,4425,A,5336,693,6029,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:07.491051,4425,B,3008,419,3427,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:19.095764,4426,S,1845,2220,4065,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:23.615429,4426,A,5793,903,6696,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:26.730565,4426,B,3219,494,3713,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:37.267583,4428,S,1845,1954,3799,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:42.066048,4428,A,5538,876,6414,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:44.989271,4428,B,3210,451,3661,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:55.462245,4429,S,1845,1950,3795,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:18:59.081064,4429,A,5544,600,6144,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:02.294924,4429,B,2944,555,3499,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:12.051234,4430,S,1845,1907,3752,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:16.773767,4430,A,5499,869,6368,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:19.689280,4430,B,3213,498,3711,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:29.501695,4432,S,1845,1733,3578,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:33.219581,4432,A,5347,780,6127,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:36.434084,4432,B,3145,567,3712,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:46.919040,4433,S,1845,2027,3872,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:50.836433,4433,A,5643,787,6430,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:19:53.550297,4433,B,3153,376,3529,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:20:03.930061,4434,S,1845,1806,3651,Qwen3-Next-80B-A3B-Instruct,Estimated from text
2026-01-08T19:20:08.103030,4434,A,5433,770,6203,Qwen3-Next-80B-A3B-Instruct,Estimated from text
